bos_len,fib_618,fib_786,min_align,require_s2,n,stop_rate,tp1_dest,tp1_bos,ev_dest,ev_bos,ev_split,ev_new_struct,ev_best,best_exit,fvg_stop_pct
10,0.618,0.9,2,False,74,1.0,0.1891891891891892,0.32432432432432434,0.05735538069705541,-0.10304766587179981,-0.25323597295888495,-0.10304766587179981,0.05735538069705541,ev_dest,0.5945945945945946
7,0.5,0.786,0,False,121,0.9834710743801653,0.1322314049586777,0.30578512396694213,-0.15862228073990897,0.05278191251584531,-0.4059947957546623,0.05278191251584531,0.05278191251584531,ev_bos,0.5041322314049587
10,0.618,0.786,2,False,41,1.0,0.12195121951219512,0.21951219512195122,0.048825955260279406,-0.12410240194999644,-0.34805044196796997,-0.12410240194999644,0.048825955260279406,ev_dest,0.6097560975609756
7,0.618,0.9,0,False,132,0.9772727272727273,0.12121212121212122,0.3484848484848485,-0.12946947685661941,0.038192963910409175,-0.35811183678874625,0.038192963910409175,0.038192963910409175,ev_bos,0.49242424242424243
7,0.5,0.9,0,False,174,0.9770114942528736,0.14367816091954022,0.3448275862068966,-0.0924577081042744,0.015928231622680655,-0.3334564031020668,0.015928231622680655,0.015928231622680655,ev_bos,0.5287356321839081
14,0.618,0.9,0,False,131,0.9923664122137404,0.13740458015267176,0.31297709923664124,0.007681977566209209,-0.004340837000500752,-0.23883110050132292,-0.004340837000500752,0.007681977566209209,ev_dest,0.5038167938931297
10,0.5,0.85,3,False,38,1.0,0.23684210526315788,0.23684210526315788,-0.04536161187439116,-0.249183612732292,-0.3221384160159329,-0.249183612732292,-0.04536161187439116,ev_dest,0.7368421052631579
10,0.5,0.9,3,False,48,1.0,0.2708333333333333,0.2916666666666667,-0.05736028406135787,-0.24221883464954885,-0.3029533540067351,-0.24221883464954885,-0.05736028406135787,ev_dest,0.75
10,0.618,0.85,2,False,59,1.0,0.1694915254237288,0.2711864406779661,-0.05875383987343065,-0.1949997200650892,-0.35753302752738425,-0.1949997200650892,-0.05875383987343065,ev_dest,0.576271186440678
5,0.618,0.786,0,False,66,0.9848484848484849,0.12121212121212122,0.22727272727272727,-0.21970711681466784,-0.08210843514497533,-0.43539077360382983,-0.08210843514497533,-0.08210843514497533,ev_bos,0.5
7,0.5,0.85,0,False,144,0.9861111111111112,0.13194444444444445,0.2986111111111111,-0.2604720953296996,-0.09234072619348867,-0.46818509968438055,-0.09234072619348867,-0.09234072619348867,ev_bos,0.5347222222222222
10,0.618,0.9,0,False,149,0.9865771812080537,0.10738255033557047,0.3087248322147651,-0.2601053813987778,-0.0927087760372819,-0.49367372901327805,-0.0927087760372819,-0.0927087760372819,ev_bos,0.6040268456375839
10,0.618,0.85,0,False,119,0.9915966386554622,0.09243697478991597,0.2605042016806723,-0.39887795422296146,-0.10368298888527944,-0.5704026465367094,-0.10368298888527944,-0.10368298888527944,ev_bos,0.5966386554621849
7,0.618,0.85,0,False,102,0.9901960784313726,0.09803921568627451,0.28431372549019607,-0.3775520731608506,-0.11685456542048048,-0.556365778366534,-0.11685456542048048,-0.11685456542048048,ev_bos,0.5196078431372549
5,0.5,0.786,0,False,107,0.9906542056074766,0.09345794392523364,0.24299065420560748,-0.3259959929914587,-0.17370134119154257,-0.5210377178534548,-0.17370134119154257,-0.14018691588785046,ev_3r,0.4766355140186916
5,0.618,0.9,0,False,116,0.9827586206896551,0.11206896551724138,0.3017241379310345,-0.42122018278167417,-0.1616951697001063,-0.5837663772285983,-0.1616951697001063,-0.1616951697001063,ev_bos,0.4396551724137931
5,0.618,0.85,0,False,91,0.989010989010989,0.0989010989010989,0.24175824175824176,-0.4752347990241399,-0.21348279683407437,-0.6075463534167876,-0.21348279683407437,-0.16483516483516483,ev_3r,0.46153846153846156
10,0.618,0.786,0,False,88,1.0,0.056818181818181816,0.19318181818181818,-0.5113424526628244,-0.16990836211321322,-0.6962507740987133,-0.16990836211321322,-0.16990836211321322,ev_bos,0.5909090909090909
5,0.5,0.85,0,False,132,0.9924242424242424,0.08333333333333333,0.25757575757575757,-0.48649493697940277,-0.24750058480065876,-0.6263987030463579,-0.24750058480065876,-0.18181818181818182,ev_3r,0.48484848484848486
5,0.5,0.9,0,False,157,0.9872611464968153,0.09554140127388536,0.29936305732484075,-0.4447930329475074,-0.20917549761305396,-0.6063446950457946,-0.20917549761305396,-0.18471337579617833,ev_3r,0.47770700636942676
10,0.5,0.9,0,False,191,0.9842931937172775,0.11518324607329843,0.2879581151832461,-0.2664632372646836,-0.2394277199794697,-0.49783992091511253,-0.2394277199794697,-0.20418848167539266,ev_1r,0.6282722513089005
10,0.5,0.85,0,False,161,0.9875776397515528,0.09937888198757763,0.2422360248447205,-0.3724724325775267,-0.27814862645026656,-0.5572453070720004,-0.27814862645026656,-0.2422360248447205,ev_1r,0.6086956521739131
10,0.5,0.786,0,False,130,0.9923076923076923,0.07692307692307693,0.19230769230769232,-0.4102664088792882,-0.344406623626286,-0.6154825291654107,-0.344406623626286,-0.2923076923076923,ev_1r,0.5769230769230769
